Team1Ban1,Team2Ban1,Team1Ban2,Team2Ban2,Team1Ban3,Team2Ban3,Team1Pick1,Team2Pick1,Team2Pick2,Team1Pick2,Team1Pick3,Team2Pick3,Team2Ban4,Team1Ban4,Team2Ban5,Team1Ban5,Team2Pick4,Team1Pick4,Team1Pick5,Team2Pick5
Mordekaiser,Irelia,Ezreal,Aatrox,Yuumi,Zoe,Xayah,Sylas,Lucian,Rakan,Vladimir,Thresh,Akali,Darius,LeBlanc,Talon,Qiyana,Skarner,Azir,Gragas
Mordekaiser,Irelia,Jarvan IV,Yuumi,Renekton,Karma,Zoe,Neeko,Olaf,Jayce,Tahm Kench,Nautilus,Elise,Camille,Ezreal,Aatrox,Kai'Sa,Nidalee,Sivir,Vladimir
Mordekaiser,Irelia,Renekton,Yuumi,Aatrox,Karma,Olaf,Jarvan IV,Jayce,Kai'Sa,Neeko,Tahm Kench,Nautilus,Varus,Pyke,Ashe,Ezreal,Lux,Vladimir,Zoe
Mordekaiser,Irelia,Renekton,Yuumi,Karma,Neeko,Olaf,Jayce,Nautilus,Lux,Sivir,Kai'Sa,Aatrox,Jarvan IV,Zoe,Camille,Elise,Vladimir,Taliyah,Ryze
Mordekaiser,Jayce,Yuumi,Aatrox,Darius,Nocturne,Tahm Kench,Qiyana,Gragas,Jarvan IV,Nautilus,Kai'Sa,Neeko,Alistar,Varus,Lux,Thresh,Xayah,Ryze,Sion
Mordekaiser,Karma,Irelia,Jayce,Olaf,Karthus,Neeko,Yuumi,Rek'Sai,Gragas,Nautilus,Sivir,Kalista,LeBlanc,Kai'Sa,Syndra,Viktor,Aatrox,Tristana,Azir
Mordekaiser,Karma,Irelia,Jayce,Olaf,Karthus,Yuumi,Neeko,Kai'Sa,Sylas,Sivir,Rek'Sai,Vladimir,LeBlanc,Aatrox,Lux,Alistar,Kennen,Lucian,Viktor
Mordekaiser,Karma,Irelia,Karthus,Yuumi,Sejuani,Neeko,Tahm Kench,Viktor,Lux,Fiora,Ezreal,Sivir,Kennen,Miss Fortune,Jayce,Rek'Sai,Olaf,Caitlyn,Renekton
Mordekaiser,Karma,Irelia,Olaf,LeBlanc,Aatrox,Jayce,Yuumi,Neeko,Lux,Lucian,Sivir,Karthus,Jarvan IV,Sylas,Syndra,Sejuani,Rek'Sai,Akali,Camille
Mordekaiser,Karma,Neeko,Aatrox,Olaf,Jayce,Renekton,Sejuani,Yuumi,Lux,Lucian,Ezreal,Sylas,Jax,Akali,Irelia,Kennen,Taliyah,Camille,Zoe
Mordekaiser,Karma,Neeko,Lux,Ezreal,Yuumi,Tahm Kench,Kai'Sa,Rek'Sai,Olaf,Aatrox,Pyke,LeBlanc,Vladimir,Syndra,Irelia,Camille,Corki,Sona,Azir
Mordekaiser,Karma,Neeko,Yuumi,Tahm Kench,Lux,Olaf,Renekton,Rek'Sai,Aatrox,Kai'Sa,Xayah,Corki,Rakan,LeBlanc,Azir,Thresh,Syndra,Nautilus,Rumble
Mordekaiser,Karma,Renekton,Olaf,Irelia,Aatrox,Jayce,Nautilus,Taliyah,Tahm Kench,Varus,Kai'Sa,Sylas,Jarvan IV,Elise,Zoe,Camille,Azir,Xin Zhao,Sejuani
Mordekaiser,Lulu,Darius,Taliyah,Vladimir,Camille,Graves,Taric,Ryze,Lucian,Irelia,Master Yi,Morgana,Aatrox,Alistar,Singed,Shen,Braum,Ornn,Fiddlesticks
Mordekaiser,Lulu,Darius,Taliyah,Vladimir,Lucian,Irelia,Taric,Graves,Nunu &amp; Willump,Karthus,Karma,Draven,Aatrox,Rakan,Fiora,Ryze,Varus,Fiddlesticks,Gangplank
Mordekaiser,Nautilus,Elise,Qiyana,Morgana,Akali,Miss Fortune,Senna,Tahm Kench,Leona,Pantheon,Ornn,Ekko,Yasuo,Taliyah,Lucian,Rek'Sai,Evelynn,Nocturne,Ryze
Mordekaiser,Neeko,Renekton,Karma,Azir,Yuumi,Lux,Tahm Kench,Irelia,Akali,Caitlyn,Ashe,Sylas,Sejuani,Kennen,Vladimir,Jarvan IV,Aatrox,Lee Sin,Ryze
Mordekaiser,Tahm Kench,Rumble,Karma,Olaf,Lux,Yuumi,Sejuani,Irelia,Sylas,Renekton,Vladimir,Kalista,Yasuo,Lucian,Alistar,Gragas,Ezreal,Aatrox,Sivir
Morgana,Aatrox,Ezreal,Zoe,Tahm Kench,Rakan,Swain,Taliyah,Nocturne,Alistar,Trundle,Shen,Yasuo,Camille,Talon,Gnar,Varus,LeBlanc,Gangplank,Ryze
Morgana,Aatrox,Tahm Kench,Akali,Kai'Sa,Yasuo,Shen,Trundle,Rakan,Camille,Ahri,Xayah,Gnar,Azir,Gangplank,Orianna,Cho'Gath,Dr. Mundo,Ryze,Vel'Koz
Morgana,Aatrox,Tahm Kench,Akali,Miss Fortune,Yasuo,Trundle,Gragas,Alistar,Gangplank,Swain,Camille,Shen,Kai'Sa,Rakan,LeBlanc,Sivir,Zoe,Leona,Galio
Morgana,Aatrox,Tahm Kench,Akali,Miss Fortune,Gangplank,Trundle,Camille,Shen,Yasuo,Swain,LeBlanc,Alistar,Sivir,Rakan,Kai'Sa,Ezreal,Cho'Gath,Thresh,Lee Sin
Morgana,Aatrox,Tahm Kench,Swain,Ezreal,Taliyah,Shen,Rakan,Trundle,Kindred,Zoe,Orianna,Gangplank,Xayah,Camille,Varus,Ashe,Darius,Vladimir,Kennen
Morgana,Akali,Ryze,Jayce,Jarvan IV,Thresh,Rek'Sai,Galio,Taliyah,Pyke,Ezreal,Kai'Sa,Zoe,Fiddlesticks,Lissandra,Irelia,Nautilus,Corki,Ornn,Jax
Morgana,Camille,Zoe,Lucian,Singed,Aatrox,Nocturne,Dr. Mundo,Taliyah,Darius,Alistar,Pyke,Yasuo,Irelia,Draven,Swain,Ezreal,Kai'Sa,Lulu,Ryze
Morgana,Ezreal,Karthus,Aatrox,Cassiopeia,Xayah,Urgot,Rakan,Lucian,Kai'Sa,Alistar,Lissandra,Nocturne,Camille,Akali,Olaf,Xin Zhao,Zoe,Lee Sin,Annie
Morgana,Irelia,Thresh,Xin Zhao,Galio,Rek'Sai,Jayce,Ryze,Kalista,Kindred,Sylas,Lee Sin,Braum,Alistar,Taliyah,Nautilus,Cassiopeia,Varus,Tahm Kench,Gragas
Morgana,Jayce,Irelia,Ryze,Varus,Akali,Galio,Rek'Sai,LeBlanc,Sylas,Jarvan IV,Braum,Neeko,Vladimir,Ezreal,Kennen,Kalista,Kai'Sa,Sion,Camille
Morgana,Jayce,Irelia,Ryze,Vladimir,Galio,Akali,Rek'Sai,LeBlanc,Jarvan IV,Thresh,Tahm Kench,Kalista,Kennen,Lucian,Varus,Ashe,Ezreal,Gangplank,Rumble
Morgana,LeBlanc,Braum,Kai'Sa,Jarvan IV,Talon,Galio,Rek'Sai,Kog'Maw,Gragas,Yasuo,Tahm Kench,Kalista,Jayce,Kennen,Vladimir,Akali,Vayne,Sion,Gangplank
Morgana,LeBlanc,Kalista,Galio,Jarvan IV,Sylas,Zoe,Kai'Sa,Rek'Sai,Xayah,Rakan,Thresh,Jayce,Lissandra,Olaf,Vel'Koz,Malzahar,Kennen,Nocturne,Sion
Morgana,Qiyana,LeBlanc,Rek'Sai,Renekton,Irelia,Akali,Olaf,Senna,Nautilus,Miss Fortune,Ryze,Aatrox,Leona,Elise,Thresh,Lee Sin,Nocturne,Gragas,Braum
Morgana,Ryze,Irelia,Jayce,Varus,Akali,Rek'Sai,Galio,Kindred,Kalista,Sylas,Xayah,Thresh,Vladimir,Braum,Hecarim,Gangplank,Alistar,Kennen,Renekton
Morgana,Ryze,Jayce,LeBlanc,Renekton,Galio,Akali,Sylas,Xayah,Nautilus,Irelia,Rakan,Kai'Sa,Jax,Lucian,Hecarim,Aatrox,Draven,Sejuani,Karthus
Morgana,Ryze,Jayce,Rek'Sai,Renekton,Jarvan IV,Sylas,Akali,Xayah,Lee Sin,Galio,Braum,Neeko,Hecarim,Kennen,Jax,Aatrox,Kai'Sa,LeBlanc,Karthus
Morgana,Sylas,Corki,LeBlanc,Galio,Lissandra,Akali,Jarvan IV,Jayce,Lee Sin,Yorick,Aatrox,Rakan,Kai'Sa,Fiddlesticks,Tahm Kench,Braum,Ezreal,Karma,Varus
Morgana,Sylas,Elise,Tahm Kench,Akali,Galio,Jarvan IV,Jayce,Gragas,Lissandra,Braum,Karma,Ashe,Draven,Kennen,Irelia,Tristana,Yorick,Kai'Sa,Urgot
Morgana,Sylas,Olaf,Gragas,Ezreal,Kled,Tahm Kench,Yuumi,Corki,Sona,Darius,Lucian,Rek'Sai,Jarvan IV,Talon,Kennen,Sejuani,Nocturne,Kayn,Yorick
Morgana,Sylas,Olaf,Taric,Elise,Thresh,Jarvan IV,Galio,Lissandra,Kalista,Braum,Rek'Sai,Kennen,Jayce,Syndra,Irelia,Kai'Sa,Yorick,Azir,Hecarim
Morgana,Sylas,Ryze,LeBlanc,Syndra,Jarvan IV,Galio,Lee Sin,Kai'Sa,Lissandra,Vayne,Alistar,Gangplank,Corki,Nocturne,Yorick,Kennen,Swain,Rek'Sai,Sion
Morgana,Sylas,Tahm Kench,Jarvan IV,Braum,Taliyah,Kalista,Galio,Ryze,Jayce,Thresh,Rek'Sai,Elise,Lucian,Akali,Rakan,Kai'Sa,Olaf,Corki,LeBlanc
Morgana,Sylas,Xayah,Braum,Lissandra,Kayle,Karthus,Jayce,Zoe,Syndra,Jarvan IV,Tahm Kench,Pyke,Irelia,Rakan,Hecarim,Rek'Sai,Sivir,Alistar,Corki
Morgana,Sylas,Xayah,Kayle,Braum,Karthus,Lissandra,Thresh,Rek'Sai,Jarvan IV,Vayne,Jinx,Alistar,Hecarim,Pyke,Jayce,Azir,Aatrox,Rakan,Shen
Morgana,Tahm Kench,Aatrox,Darius,Olaf,Yuumi,Mordekaiser,Gragas,Kai'Sa,Sivir,Lux,Karma,Rek'Sai,Jax,Sejuani,Hecarim,Jarvan IV,Kled,Sylas,Jayce
Morgana,Vayne,Jayce,Irelia,Ryze,Akali,Galio,Braum,Jarvan IV,Rek'Sai,Sylas,Syndra,Kai'Sa,Lucian,Kalista,Ezreal,Varus,Xayah,Vladimir,Neeko
Morgana,Zoe,Olaf,Karma,Yuumi,Tahm Kench,Lux,Jarvan IV,Nautilus,Mordekaiser,Ezreal,Kai'Sa,Xin Zhao,LeBlanc,Rek'Sai,Lissandra,Neeko,Sejuani,Azir,Taliyah
Nautilus,Akali,Qiyana,Olaf,Elise,Tahm Kench,Pantheon,Miss Fortune,Gragas,Morgana,Caitlyn,Renekton,Taliyah,Thresh,Lee Sin,LeBlanc,Senna,Ekko,Lucian,Mordekaiser
Nautilus,Fizz,Elise,Kog'Maw,Taliyah,Shen,Graves,Ashe,Lee Sin,Varus,Karma,Kled,Renekton,Malzahar,Thresh,Syndra,LeBlanc,Gragas,Jayce,Nami
Nautilus,Jayce,Pantheon,Neeko,Karma,Qiyana,Yuumi,Sylas,Lux,Taliyah,Lucian,Caitlyn,Olaf,Kled,Irelia,Aatrox,Gangplank,Renekton,Rek'Sai,Ryze
Nautilus,Karma,Rek'Sai,Lux,Yuumi,Neeko,Renekton,Tahm Kench,Mordekaiser,Kai'Sa,Sejuani,Ezreal,Pyke,Jax,Aatrox,Fiora,Xin Zhao,Morgana,Kled,LeBlanc
Nautilus,Morgana,Ivern,Gragas,Xin Zhao,Sylas,Aatrox,Lux,Caitlyn,Elise,Varus,Camille,Thresh,Lee Sin,Tahm Kench,Kayle,Sejuani,Swain,Brand,Neeko
Nautilus,Rengar,Camille,Malzahar,Varus,Graves,Lulu,Gragas,Ashe,Lee Sin,Karma,Nami,Caitlyn,Kha'Zix,Sivir,Kennen,Vladimir,Ezreal,Maokai,Kled
Nautilus,Varus,Taliyah,Gwen,Aurora,Yone,Azir,Sion,Jinx,Trundle,Ambessa,Zyra,Neeko,Alistar,Braum,Rell,Akali,Kai'Sa,Rakan,Leona
Neeko,Aatrox,Irelia,Jayce,Ryze,Lucian,Sylas,Olaf,Akali,Kai'Sa,Nautilus,Sivir,Jarvan IV,Yuumi,Xin Zhao,Galio,Morgana,Rek'Sai,Renekton,Karma
Neeko,Aatrox,Karma,Karthus,Sivir,Irelia,Olaf,Kennen,Jarvan IV,Lux,Caitlyn,Tahm Kench,Jayce,Varus,Ryze,LeBlanc,Corki,Taliyah,Camille,Jinx
Neeko,Aatrox,Nautilus,Olaf,Sejuani,Ryze,Sylas,Irelia,Lux,Rek'Sai,Sivir,Jarvan IV,Gangplank,Kalista,Yuumi,Lucian,Xayah,Jayce,Fiddlesticks,Akali
Neeko,Aatrox,Poppy,Jayce,Ryze,Renekton,Camille,Gragas,Yasuo,Kai'Sa,Azir,Vladimir,Sejuani,Xayah,Sylas,Sivir,Lucian,Skarner,Lux,Yuumi
Neeko,Aatrox,Ryze,Jayce,Olaf,Sejuani,Irelia,Nautilus,Rek'Sai,Kindred,Sylas,Jax,Sona,Renekton,Lux,Karma,Zoe,Thresh,Sivir,Lucian
Neeko,Aatrox,Yuumi,Olaf,Karma,Irelia,Lux,Xin Zhao,Tahm Kench,Caitlyn,Rek'Sai,Varus,Taliyah,LeBlanc,Yasuo,Zoe,Azir,Corki,Gangplank,Kennen
Neeko,Azir,Bard,Yunara,Aurora,Pantheon,Gwen,Corki,Ryze,Xin Zhao,Taliyah,Jax,Lucian,Jarvan IV,Rell,Trundle,Skarner,Ezreal,Alistar,Rakan
Neeko,Azir,Gwen,Yunara,Akali,Pantheon,Varus,Ziggs,Leona,Maokai,Yone,Tristana,Mordekaiser,Sylas,Blitzcrank,Poppy,Sion,Sejuani,Aatrox,Morgana
Neeko,Azir,Karma,Mordekaiser,Yuumi,Lux,Tahm Kench,Sivir,Sylas,Jarvan IV,Renekton,Aatrox,Akali,Jayce,Corki,Braum,Bard,Ezreal,Irelia,Kennen
Neeko,Azir,Poppy,Renata Glasc,Sivir,Kindred,Wukong,Rumble,Jhin,Galio,Ornn,Naafiri,Zeri,Swain,Jinx,Bard,Twisted Fate,Caitlyn,Karma,Elise
Neeko,Azir,Poppy,Yunara,Wukong,Pantheon,Rumble,Xin Zhao,Orianna,Trundle,Taliyah,Aurora,Sivir,Bard,Alistar,Varus,Jhin,Corki,Leona,Rakan
Neeko,Azir,Xayah,Yunara,Yorick,Yone,Pantheon,Varus,Aurora,Ambessa,Taliyah,Bard,Nautilus,Ryze,Kai'Sa,Nocturne,Jarvan IV,Ziggs,Leona,Ahri
Neeko,Gragas,Sylas,Aatrox,Karma,Sejuani,Olaf,Yuumi,Irelia,Renekton,Alistar,Ezreal,Sivir,LeBlanc,Ryze,Zoe,Kennen,Xayah,Rumble,Jarvan IV
Neeko,Jarvan IV,Rek'Sai,Zoe,Lissandra,LeBlanc,Yorick,Alistar,Ryze,Kalista,Syndra,Lee Sin,Galio,Tristana,Thresh,Vayne,Jax,Skarner,Gragas,Kai'Sa
Neeko,Jayce,Braum,Galio,Morgana,Lissandra,Kalista,Ezreal,Tahm Kench,Alistar,Ryze,Orianna,Aatrox,Irelia,Vladimir,Jarvan IV,Olaf,Lee Sin,Zoe,Gnar
Neeko,Jayce,Renekton,Aatrox,Karma,Sejuani,Irelia,Lucian,Gragas,Syndra,Yuumi,Nautilus,Sivir,Akali,Xayah,Cassiopeia,Urgot,Ezreal,Rek'Sai,Camille
Neeko,Jayce,Ryze,Aatrox,Sylas,Lucian,Olaf,Irelia,Lee Sin,Sivir,Yuumi,Alistar,LeBlanc,Kalista,Kennen,Tristana,Akali,Renekton,Twisted Fate,Xayah
Neeko,Jayce,Sylas,Sejuani,Karma,Aatrox,Olaf,Akali,Lux,Kai'Sa,Alistar,Irelia,Renekton,Caitlyn,Rumble,Ezreal,Xayah,Lissandra,Gangplank,Gragas
Neeko,Jayce,Tahm Kench,Yuumi,Skarner,Aatrox,Karma,Lux,Sejuani,Karthus,Irelia,Camille,Akali,Pantheon,Renekton,Sivir,Kalista,Nautilus,Kai'Sa,Volibear
Neeko,Kalista,Rek'Sai,Zoe,Yorick,LeBlanc,Lissandra,Jarvan IV,Galio,Nocturne,Vladimir,Irelia,Kai'Sa,Syndra,Vayne,Tahm Kench,Ezreal,Lucian,Braum,Alistar
Neeko,Karma,Kalista,Irelia,Aatrox,Yuumi,Mordekaiser,Olaf,Lux,Tahm Kench,Ashe,Caitlyn,Jarvan IV,LeBlanc,Nocturne,Kennen,Vladimir,Sejuani,Talon,Camille
Neeko,Karma,Kennen,Sejuani,Sylas,Yuumi,Olaf,Tahm Kench,Varus,Braum,Ezreal,Corki,Qiyana,Vladimir,Gangplank,Irelia,Elise,Renekton,Ryze,Gnar
Neeko,Karma,Lux,Yuumi,Sylas,Sejuani,Tahm Kench,Kai'Sa,Aatrox,Ezreal,Camille,Braum,Gragas,Fiora,Rek'Sai,Vladimir,Azir,Corki,Karthus,Renekton
Neeko,Lucian,Kai'Sa,Rek'Sai,Syndra,Ryze,LeBlanc,Alistar,Kalista,Ezreal,Thresh,Lissandra,Vladimir,Jarvan IV,Yorick,Gragas,Jayce,Lee Sin,Sion,Kha'Zix
Neeko,Lux,Karma,Jayce,Tahm Kench,Irelia,Yuumi,Qiyana,Sylas,Kai'Sa,Olaf,Nautilus,Azir,Vladimir,Gangplank,Mordekaiser,Lucian,Sion,Lulu,Aatrox
Neeko,Lux,Karma,Jayce,Tahm Kench,Yuumi,Azir,Olaf,Qiyana,Xayah,Rakan,Nautilus,Gangplank,Mordekaiser,Trundle,Lucian,Sion,Vladimir,Jarvan IV,Kai'Sa
Neeko,Lux,Karma,Karthus,Yuumi,Gangplank,Tahm Kench,Braum,Sylas,Taliyah,Renekton,Lucian,Ashe,Jayce,Varus,Azir,Sion,Kai'Sa,Pantheon,Irelia
Neeko,Lux,Tahm Kench,Jayce,Karma,Olaf,Yuumi,Sylas,Irelia,Lulu,Kai'Sa,Alistar,Nocturne,Vladimir,Gangplank,Mordekaiser,Sion,Aatrox,Rek'Sai,Kalista
Neeko,Olaf,Jayce,LeBlanc,Irelia,Aatrox,Karma,Yuumi,Sylas,Sivir,Lux,Lucian,Mordekaiser,Kennen,Renekton,Akali,Corki,Jarvan IV,Syndra,Camille
Neeko,Olaf,Kalista,Karma,Nautilus,Twisted Fate,Yuumi,Braum,Sejuani,Sylas,Ezreal,Sivir,Lucian,Vladimir,LeBlanc,Irelia,Tristana,Sion,Corki,Aatrox
Neeko,Olaf,Kalista,Karthus,Yuumi,Tahm Kench,Karma,Lux,Sejuani,Jarvan IV,Corki,Ezreal,Ashe,Gangplank,Varus,Camille,Kennen,Jinx,Thresh,Rakan
Neeko,Orianna,Trundle,Sion,Sejuani,Rumble,Yunara,Corki,Annie,Aurora,Braum,Rell,Pantheon,Nocturne,Jayce,Gwen,Xin Zhao,Jax,Viktor,K'Sante
Neeko,Renekton,Jayce,Karma,Yuumi,Lux,Tahm Kench,Sylas,Sivir,Aatrox,Taliyah,Braum,Ashe,Kennen,Ezreal,Fiora,Irelia,Kog'Maw,Xin Zhao,Camille
Neeko,Renekton,Jayce,Karma,Yuumi,Lux,Tahm Kench,Xayah,Rakan,Caitlyn,Taliyah,LeBlanc,Aatrox,Rek'Sai,Lissandra,Xin Zhao,Gragas,Kennen,Lee Sin,Irelia
Neeko,Renekton,Sylas,Irelia,Sejuani,Ryze,Aatrox,Olaf,Karma,Yuumi,Ezreal,Sivir,Jayce,Nautilus,Yasuo,Fiora,Lux,Sion,Zoe,LeBlanc
Neeko,Renekton,Sylas,Ryze,Olaf,Karma,Aatrox,Sejuani,Yuumi,Gragas,Yasuo,Irelia,Morgana,Sivir,Ezreal,Lucian,Xayah,Kai'Sa,Alistar,Fiora
Neeko,Rumble,Poppy,Pantheon,Ziggs,Azir,Wukong,Kai'Sa,Alistar,Ambessa,Annie,Yorick,Rakan,Taliyah,Braum,Morgana,Qiyana,Xayah,Bard,Galio
Neeko,Rumble,Ziggs,Sivir,Akali,Poppy,Azir,Pantheon,Miss Fortune,Sion,Skarner,Taliyah,Braum,Aatrox,Varus,Mordekaiser,Rell,Rakan,Jhin,Gwen
Neeko,Sivir,Gragas,Olaf,Ezreal,Corki,Yuumi,Sylas,Varus,Caitlyn,Karma,Braum,Gangplank,Jax,Jarvan IV,Vladimir,Aatrox,Xin Zhao,Sion,Azir
Neeko,Sivir,Karma,Corki,Azir,Varus,Olaf,Yuumi,Ezreal,Nautilus,Kai'Sa,Aatrox,Irelia,Jarvan IV,LeBlanc,Gragas,Trundle,Fiora,Ryze,Syndra
Neeko,Tahm Kench,Ryze,Sejuani,Yuumi,Irelia,Aatrox,Sylas,Ezreal,Rek'Sai,Sivir,Skarner,Lux,Kennen,Rakan,Lissandra,Braum,LeBlanc,Shen,Gangplank
Neeko,Varus,Annie,Wukong,Poppy,Gwen,Taliyah,Sion,Azir,Vi,Ambessa,Corki,Kai'Sa,Xin Zhao,Lucian,Skarner,Rell,Sivir,Braum,Jarvan IV
Neeko,Varus,Poppy,Yunara,Jax,Gwen,Azir,Taliyah,Pantheon,Sion,Jarvan IV,Kled,Sivir,Rakan,Xayah,Draven,Kai'Sa,Lucian,Braum,Alistar
Neeko,Vladimir,Renekton,Tahm Kench,Karma,Nautilus,Jayce,Sion,Jarvan IV,Karthus,Camille,Lux,Yuumi,Azir,Xayah,Zoe,Syndra,Kai'Sa,Alistar,Sivir
Neeko,Yasuo,Karma,Sylas,Renekton,Olaf,Aatrox,Irelia,Sejuani,Gragas,Nautilus,Xayah,Sivir,Rakan,Kalista,Lux,Thresh,Lucian,Jax,Kennen
Neeko,Yunara,Taliyah,Azir,Annie,Pantheon,Wukong,Rumble,Ryze,Aurora,Orianna,Trundle,Rakan,Corki,Kai'Sa,Sivir,Bard,Pyke,Jhin,Ezreal
Neeko,Yuumi,Jayce,Olaf,Irelia,Aatrox,Sejuani,Sylas,Jarvan IV,Renekton,Lux,Sivir,Lucian,LeBlanc,Ryze,Akali,Kennen,Kai'Sa,Karma,Nautilus
Nidalee,Aatrox,Ryze,Sylas,Rek'Sai,Sejuani,Jayce,Yuumi,Neeko,Gragas,Lux,Olaf,Irelia,Ezreal,Vladimir,Sivir,Kai'Sa,Xayah,Kennen,Sion
Nidalee,Caitlyn,Kog'Maw,Zac,Lee Sin,Braum,Galio,Thresh,Kha'Zix,Jarvan IV,Kalista,Varus,Tahm Kench,LeBlanc,Kennen,Vladimir,Fiora,Rumble,Taliyah,Kassadin
Nidalee,Camille,Tahm Kench,Thresh,Braum,Shen,Zac,Caitlyn,Gragas,Kennen,Blitzcrank,Galio,Cassiopeia,Renekton,Taliyah,Fiora,Morgana,Jarvan IV,Corki,Kled
Nidalee,Jayce,Irelia,Tahm Kench,Xayah,Sylas,Akali,Vladimir,Ashe,Ryze,Jarvan IV,Karthus,Varus,Zed,Galio,Renekton,Braum,Draven,Thresh,Hecarim
Nidalee,Kalista,Ambessa,Vi,Maokai,Azir,Zyra,Ezreal,Skarner,Corki,K'Sante,Aurora,Kai'Sa,Rumble,Rell,Poppy,Garen,Xayah,Rakan,Nautilus
Nidalee,Kennen,Irelia,Sylas,Olaf,Karma,Corki,Xayah,Cassiopeia,Jarvan IV,Ezreal,Rakan,Yuumi,Camille,Neeko,Jax,Lee Sin,Braum,Azir,Akali
Nidalee,Skarner,Ashe,Kalista,Ambessa,Aurora,Jayce,K'Sante,Varus,Vi,Viktor,Yone,Ezreal,Zyra,Rakan,Lillia,Elise,Kai'Sa,Poppy,Maokai
Nidalee,Skarner,Ashe,Kalista,Ambessa,Corki,Galio,Lee Sin,Hwei,Rumble,Wukong,Jinx,Miss Fortune,Nautilus,Jhin,Rell,Udyr,Zeri,Lulu,Thresh
Nidalee,Skarner,Aurora,Maokai,Mel,Zyra,Wukong,Xin Zhao,Orianna,Ahri,Gragas,Varus,Sivir,Gnar,Kalista,Poppy,Rell,Zeri,Lulu,Sion
Nidalee,Skarner,Jayce,Kalista,Rumble,Varus,Ambessa,Poppy,Vi,Xin Zhao,Aurora,Galio,Xayah,Jinx,Miss Fortune,Leona,Ezreal,Kai'Sa,Nautilus,Rell
Nidalee,Skarner,Mel,Maokai,Aurora,Zyra,Azir,Ambessa,Corki,Vi,K'Sante,Sejuani,Kalista,Taliyah,Poppy,Rell,Viktor,Ezreal,Leona,Rakan
Nidalee,Skarner,Poppy,Kalista,Yone,Lillia,Ambessa,K'Sante,Varus,Kai'Sa,Azir,Maokai,Wukong,Renata Glasc,Nocturne,Zyra,Aurora,Sejuani,Rell,Braum
Nidalee,Yuumi,Karma,Sejuani,Aatrox,Kai'Sa,Lux,Jarvan IV,Ryze,Xayah,Sylas,Lucian,Syndra,Thresh,Renekton,Azir,Morgana,Camille,LeBlanc,Poppy
Nidalee,Yuumi,Karthus,Olaf,Karma,Nautilus,Mordekaiser,Tahm Kench,Aatrox,Varus,Braum,Sylas,Xin Zhao,Ashe,Jarvan IV,Ezreal,Draven,Taliyah,Jayce,Irelia
Nidalee,Yuumi,Karthus,Olaf,Karma,Nautilus,Mordekaiser,Tahm Kench,Aatrox,Braum,Varus,Sylas,Jarvan IV,Ezreal,Xin Zhao,Irelia,Jayce,Zoe,Rek'Sai,Draven
Nidalee,Zac,Galio,Caitlyn,Tahm Kench,Syndra,Elise,Thresh,Lee Sin,Blitzcrank,Renekton,Corki,Cassiopeia,Kalista,LeBlanc,Gnar,Kled,Xayah,Orianna,Twitch
Nidalee,Zac,Galio,Caitlyn,Thresh,Syndra,Elise,Lee Sin,Braum,Tahm Kench,Corki,Kassadin,Gnar,Kled,Varus,Shen,Renekton,Camille,Xayah,Kalista
Nidalee,Zoe,LeBlanc,Sylas,Akali,Lissandra,Jayce,Galio,Jarvan IV,Ezreal,Braum,Ryze,Yorick,Kalista,Elise,Kai'Sa,Tristana,Sejuani,Vladimir,Aatrox
Nocturne,Aatrox,Irelia,Akali,Braum,Trundle,Tahm Kench,Ryze,Camille,Varus,Syndra,Miss Fortune,Kindred,Alistar,Jayce,Rakan,Shen,Zac,Gnar,Yasuo
Nocturne,Aatrox,Irelia,Syndra,Ryze,Varus,Akali,Tahm Kench,Gragas,Trundle,Braum,Miss Fortune,Jayce,Darius,Lucian,LeBlanc,Swain,Cho'Gath,Ashe,Gangplank
Nocturne,Aatrox,Tahm Kench,Taliyah,Orianna,Zoe,Ryze,Rakan,Trundle,Kindred,Alistar,Dr. Mundo,Kennen,Kassadin,Gnar,Malzahar,Varus,Lucian,Darius,Cassiopeia
Nocturne,Aatrox,Talon,Jarvan IV,Yuumi,Olaf,Karma,Tahm Kench,Mordekaiser,Kai'Sa,Ryze,Sejuani,Gragas,Ezreal,Skarner,Sivir,Sona,Sylas,Gangplank,Darius
Nocturne,Aatrox,Talon,Renekton,Yuumi,Olaf,Karma,Tahm Kench,Rek'Sai,Jarvan IV,Kai'Sa,Ekko,Neeko,Sivir,Mordekaiser,Ezreal,Lucian,Ryze,Thresh,Nautilus
Nocturne,Ambessa,Aurora,Rumble,Varus,Kalista,Skarner,Jayce,Corki,K'Sante,Orianna,Zyra,Ezreal,Leona,Miss Fortune,Ashe,Poppy,Kai'Sa,Nautilus,Xayah
Nocturne,Ambessa,Varus,Rumble,Vi,Kalista,Aurora,Sejuani,Jax,Gnar,Ashe,Sylas,Braum,Ezreal,Seraphine,Elise,Zeri,Lee Sin,Rell,Rakan
Nocturne,Azir,Jayce,Corki,Yuumi,Sylas,Gragas,Karma,Olaf,Tristana,Kai'Sa,Nautilus,Renekton,Xayah,Neeko,Sivir,Jinx,Thresh,Kennen,Fizz
Nocturne,Azir,Jayce,Sylas,Irelia,Tristana,Corki,Gragas,Thresh,Morgana,Kai'Sa,Jinx,Renekton,Qiyana,Kennen,Neeko,Karma,Jarvan IV,Kled,Aatrox
